,143,22,,Cees Nooteboom,Mokusei!,1982,92,
,144,23,,Sándor Márai,As Brasas,1942,176,
,,,,,,,,
,Setembro,,,,,,,
,#,#,Capa,Autor,Livro,Ano,Pág,Nac.
,145,01,,Iúri Tyniánov ,O Tenente Quetange,1928,96,
,146,02,,César Aira,Diário da Hepatite,1993,52,
,147,03,,Jun'ichirō Tanizaki,The Key,1956,202,
,148,04,,Félix Bruzzone,Los Topos,2008,192,
,149,05,,Alexander Lernet-Holenia,Baron Bagge,1936,90,
,150,06,,Pablo Katchadjian,O Que Fazer,2010,128,
,151,07,,Cees Noteeboom,In the Dutch Mountains,1984,128,
,152,08,,Constance Debré,Love Me Tender,2020,165,
,153,09,,Valeria Luiselli,Rostos na Multidão,2011,168,
,154,10,,Robert Coover,Spanking the Maid,1981,112,
,155,11,,Tatiana Salem Levy,A Chave de Casa,2007,208,
,156,12,,Harry Laus,Monólogo De Uma Cachorra Sem Preconceitos,1977,46,
,157,13,,Uketsu,Casas Estranhas,2021,176,
,158,14,,Thomas Harris,Red Dragon,1981,615,
,159,15,,Ryū Murakami,Audition,1997,191,
,160,16,,Laura Alcoba,La Casa de los Conejos,2008,134,
,161,17,,Bret Easton Ellis,The Shards,2023,594,
,162,18,,Jon Fosse,I Is Another: Septology III-V,2020,271,
,163,19,,Jon Fosse,A New Name: Septology VI-VII,2021,228,
,164,20,,Thomas Pynchon,The Crying of Lot 49,1966,183,
,,,,,,,,
,Outubro,,,,,,,
,#,#,Capa,Autor,Livro,Ano,Pág,Nac.
,165,01,,Thomas Harris,The Silence of the Lambs,1988,367,
,166,02,,Mikhail Saltykov-Shchedrin,Foolsburg: The History of a Town,1870,304,
,167,03,,Sigizmund Krzhizhanovsky,The Return of Munchausen,1928,160,
,168,04,,Françoise Sagan,"Bom Dia, Tristeza",1954,144,
,169,05,,José Emilio Pacheco,Las Batallas en el Desierto,1981,74,
,170,06,,Alejandro Zambra,Bonsái,2006,93,
,171,07,,László Krasznahorkai,Animalinside,2010,48,
,172,08,,László Krasznahorkai,Sátántangó,1985,232,
,173,09,,Mario Bellatin,Diwan,2023,72,
,174,10,,Max Frisch,Homo Faber,1957,214,
,175,11,,Didier Eribon,Retorno a Reims,2009,240,
,176,12,,I Acevedo,Bate um Coração,2019,148,
,177,13,,Konstantin Vaginov ,Goat Song,1928,203,
,178,14,,Philip K. Dick,"Lies, Inc.",1964,214,
,179,15,,Ricardo Piglia,Respiração Artificial,1980,206,
,,,,,,,,
,Novembro,,,,,,,
,#,#,Capa,Autor,Livro,Ano,Pág,Nac.
,180,01,,Ivan Turguêniev,Clara Militch,1883,112,
,181,02,,François-René de Chateaubriand ,Memoirs from Beyond the Grave: 1768-1800,1848,584,
,182,03,,Bentley Little,The Haunted,2012,402,
,183,04,,Ivan Búnin,O Processo do Tenente Ieláguin,1925,88,
,184,05,,Thomas Harris,Hannibal,1999,576,
,185,06,,Blake Crouch,Dark Matter,2016,500,
,186,07,,Robert Louis Stevenson,O Médico e o Monstro,1886,160,
,187,08,,Vladimir Sorokin,Day of the Oprichnik,2006,191,
,188,09,,Horace Walpole,The Castle of Otranto,1764,192,
,189,10,,Rin Usami,"Idol, Burning",2020,144,
,,,,,,,,
,Dezembro,,,,,,,
,#,#,Capa,Autor,Livro,Ano,Pág,Nac.
,190,01,,Jô Soares,As Esganadas,2011,264,
,191,02,,Lyudmila Ulitskaya,The Funeral Party,1999,154,
,192,03,,Daniil Kharms,Crónicas da Razão Louca,1920s,77,
,193,04,,César Aira,Dante e Reina,1997,92,
,194,05,,Kōji Suzuki,Ring,1991,282,
,195,06,,Kōji Suzuki,Spiral,1995,281,
,196,07,,Kōji Suzuki,Loop,1998,288,
,197,08,,Vladislav Khodassiévitch,Necrópole,1939,272,
,198,09,,Ana Kiffer,No Muro da Nossa Casa,2024,98,
,199,10,,Ivan Turguêniev,Primeiro Amor,1860,112,
,200,11,,Anton Tchékhov,O Duelo,1891,176,
,201,12,,Vladimir Sorokin,The Sugar Kremlin,2008,200,
,202,13,,Kōji Suzuki,Birthday,1999,224,
,203,14,,Yasunari Kawabata,O Lago,1954,168,
,204,15,,Jun'ichirō Tanizaki,Há Quem Prefira Urtigas,1928,192,
,205,16,,Freida McFadden,The Gift,2022,53,
,206,17,,Bret Easton Ellis,Lunar Park,2005,454,
,207,18,,Jun'ichirō Tanizaki,Diário de um Velho Louco,1962,208,
